Record_type,LIN,SUBLIN,NSN,PBIC,TAC,ERC,ECS,UIC,NSN Nomenclature,REQ,AUTH,OH,DI,DOCUMENT NO,SC,ESD,UI,UP,RICC,ECC,LCC,CIIC,AAC,ABA,SER|DETECT SN|REG|LOT|SYS NO
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WHKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WKJDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WKKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WLHDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WLLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WNHDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WNKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WNLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WPHDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5WXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5X2JKK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,61093L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,62QKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,62RHDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6BZPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6JBJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6MG23L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6ND9TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NF9TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NG6TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NNBTR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NQ8TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NV8TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NW5TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NWBTR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6NX7TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6P08TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6P4CTR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6Q85TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6QC8TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6QF7TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6QFCTR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6QLBTR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6R6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6RXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6S6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6SXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6WXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,75HJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,75W93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,77DJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,77W93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,79H93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7N9PKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7PJMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7PNPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7PQPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7R6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7S3PKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V6P1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V6S1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V6T1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V6Y1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V7P1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V7Q1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V7S1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V7T1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V7V1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V7Y1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V8L1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V8R1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V8T1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V8V1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V8X1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V9K1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V9T1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V9V1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7VCL1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7VKK1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7VKT1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7VMW1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7VNN1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7VXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7W1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7X1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7Z1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,83CJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,85HJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,87G7SK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,8VXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,8Z1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,91093L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,95HJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,97G7SK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,97H93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9WN7RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9WTFRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9WV9RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9WXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9WYCRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9WZCRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9X0CRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9X0DRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,9XDCRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,BS6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,BW1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,BWXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,BZ1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,CMG23L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,CS6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D58BRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D6W93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7R9RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7RFRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,D7SFRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DB9DRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DBJDRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DCC9RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DCD8RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DCKDRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DCLCRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DHBJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DN9B1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DR6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DV1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,DZ1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,F0093L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,F1M3PJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,F7DJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,F7W93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,FJBJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,FX1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,G1093L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,G22J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,G6H93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,G6W93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GM93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GR6Z2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GSXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GT68RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GT89RL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GT8FRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GT9CRL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GV6NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GV7MKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GV7QKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GV9PKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GV9QKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVBPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVFPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVLNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVVMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVVNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVXMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GW2NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GW3QKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8BTA1,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GW5NKN1|~|~|~|~
